model_bb,bb_num,model_rk,rk_cat,acc_train,acc_test,bacc_train,bacc_test,kappa_train,kappa_test,mutual_train,mutual_test,recall_train,recall_test,avg_rule_coverage,avg_rule_precision,avg_rule_quality,rules_count,dataset,model,approx,filter_key
XGB,1,RK,Prec,0.9950917075691036,0.9907024793388428,0.9557460017003802,0.9181818181818182,0.9488271126062348,0.9060275272899858,0.17539669362132948,0.16582816154213492,0.9557460017003802,0.9181818181818182,0.11031832950687848,0.988296900213632,0.988296900213632,142,wilt,XGB_1,RK_Prec,wilt_XGB_1
RF,2,RK,C2,0.9857917850684578,0.984504132231405,0.8813984824908965,0.8899758376633096,0.8427762594034796,0.8340040241448692,0.1327050568967083,0.130856162871191,0.8813984824908965,0.8899758376633096,0.2225296747956655,0.9724447579012748,0.5832649418659276,97,wilt,RF_2,RK_C2,wilt_RF_2
RF,2,RK,Corr,0.9542753810384912,0.9638429752066116,0.8693928894164702,0.9068467081489084,0.6173301066578945,0.6919663963341456,0.091407503026446,0.11088889193539413,0.8693928894164702,0.9068467081489084,0.4253970199965848,0.8984258380260318,0.29197591415915847,59,wilt,RF_2,RK_Corr,wilt_RF_2
RF,2,RK,Prec,0.9950917075691036,0.9948347107438016,0.9557460017003802,0.9509803921568628,0.9488271126062348,0.9457423433926728,0.17539669362132948,0.17425004820018145,0.9557460017003802,0.9509803921568628,0.11031832950687848,0.988296900213632,0.988296900213632,142,wilt,RF_2,RK_Prec,wilt_RF_2
SVC,1,RK,C2,0.9845001291655904,0.9710743801652892,0.8366027958659801,0.7727955275255851,0.783868992561133,0.635395087303936,0.09994098534390744,0.07281742761583732,0.8366027958659801,0.7727955275255851,0.24800444590132617,0.9795818255734162,0.5984169905770308,119,wilt,SVC_1,RK_C2,wilt_SVC_1
SVC,1,RK,Corr,0.978041849651253,0.9741735537190084,0.869931973441511,0.8551874696791184,0.7377808096690412,0.7176196032672113,0.09518196118641348,0.09639256130503258,0.869931973441511,0.8551874696791184,0.27053236094827415,0.7470406125516236,0.34578116612172766,26,wilt,SVC_1,RK_Corr,wilt_SVC_1
SVC,1,RK,Prec,0.997933350555412,0.9762396694214877,0.981978396452901,0.7957007877653799,0.9749681524543626,0.6969399978220625,0.16509769733126467,0.085857635673889,0.981978396452901,0.7957007877653799,0.11717929120884274,0.989818976902782,0.989818976902782,193,wilt,SVC_1,RK_Prec,wilt_SVC_1
XGB,2,RK,C2,0.95425,0.946,0.8305525212067268,0.8094874868330246,0.7700340550661623,0.7162792652683788,0.21040113671431707,0.16919398213380157,0.8305525212067268,0.8094874868330246,0.15111303191489356,0.9786383798856256,0.5501675974978208,188,churn,XGB_2,RK_C2,churn_XGB_2
XGB,2,RK,Corr,0.91125,0.914,0.7188021739423608,0.7164650757328103,0.5332693496009782,0.5257841104592175,0.09947215442736994,0.09328934637487538,0.7188021739423608,0.7164650757328103,0.41893478260869554,0.7586721863574029,0.38247085830061345,69,churn,XGB_2,RK_Corr,churn_XGB_2
XGB,2,RK,Prec,1,0.955,1,0.8553902873124841,1,0.7767281243177804,0.3934536342603935,0.1981810106141661,1,0.8553902873124841,0.02451233183856505,0.9955198396930812,0.9955198396930812,446,churn,XGB_2,RK_Prec,churn_XGB_2
RF,0,RK,C2,0.95425,0.952,0.8305525212067268,0.8237590219472677,0.7700340550661623,0.7455902306648575,0.21040113671431707,0.18233599730392988,0.8305525212067268,0.8237590219472677,0.15111303191489356,0.9786383798856256,0.5501675974978208,188,churn,RF_0,RK_C2,churn_RF_0
RF,0,RK,Corr,0.91125,0.918,0.7188021739423608,0.7247385476506113,0.5332693496009782,0.5435518346989668,0.09947215442736994,0.09827549290153176,0.7188021739423608,0.7247385476506113,0.41893478260869554,0.7586721863574029,0.38247085830061345,69,churn,RF_0,RK_Corr,churn_RF_0
RF,0,RK,Prec,1,0.957,1,0.8612277213138901,1,0.7849483876130271,0.3934536342603935,0.20076219536231665,1,0.8612277213138901,0.02451233183856505,0.9955198396930812,0.9955198396930812,446,churn,RF_0,RK_Prec,churn_RF_0
SVC,1,RK,C2,0.99075,0.972,0.8858024691358024,0.722354937375812,0.8663656884875847,0.5872519826645832,0.11729894186048508,0.06285316152967747,0.8858024691358024,0.722354937375812,0.29116032608695663,0.9907558283126904,0.6509754635386595,92,churn,SVC_1,RK_C2,churn_SVC_1
SVC,1,RK,Corr,0.98125,0.973,0.8099045284645423,0.7633341519501686,0.7198199376132395,0.6360204906983015,0.0804034151621141,0.07102231501245802,0.8099045284645423,0.7633341519501686,0.5378467741935483,0.8739453259715282,0.36756074614410694,31,churn,SVC_1,RK_Corr,churn_SVC_1
SVC,1,RK,Prec,0.99925,0.968,0.9907407407407408,0.6696881069857784,0.990263565287663,0.48719592320758953,0.16341406852246093,0.04812088258194406,0.9907407407407408,0.6696881069857784,0.1046063535911603,0.9980698399206688,0.9980698399206688,181,churn,SVC_1,RK_Prec,churn_SVC_1
XGB,2,RK,C2,0.8346055979643766,0.820536540240518,0.7870212142228958,0.7668203760784122,0.5925947405430805,0.5552044183895954,0.1700593544344237,0.14874078813883934,0.7870212142228958,0.7668203760784122,0.22303407874580977,0.9367254785325796,0.559393586653243,397,phoneme,XGB_2,RK_C2,phoneme_XGB_2
XGB,2,RK,Corr,0.7941244506130002,0.7918593894542091,0.7457189026090563,0.7357523199112808,0.5000988766007031,0.4874240013487456,0.11994516697743364,0.11377968785428676,0.7457189026090563,0.7357523199112808,0.510304993025326,0.8238012810832829,0.4425189127000475,165,phoneme,XGB_2,RK_Corr,phoneme_XGB_2
XGB,2,RK,Prec,0.9049271339347676,0.8556891766882516,0.8649240357380341,0.7998638224309735,0.7628782547548718,0.6356368727637287,0.29580317775594545,0.19922898728499977,0.8649240357380341,0.7998638224309735,0.04743781282096828,0.9742002723851932,0.9742002723851932,543,phoneme,XGB_2,RK_Prec,phoneme_XGB_2
RF,2,RK,C2,0.8346055979643766,0.8362627197039778,0.7870212142228958,0.7854013842264496,0.5925947405430805,0.5901048640195374,0.1700593544344237,0.1671587240531545,0.7870212142228958,0.7854013842264496,0.22303407874580977,0.9367254785325796,0.559393586653243,397,phoneme,RF_2,RK_C2,phoneme_RF_2
RF,2,RK,Corr,0.7941244506130002,0.81313598519889,0.7457189026090563,0.7606718057109703,0.5000988766007031,0.5353525466430614,0.11994516697743364,0.13669161653104966,0.7457189026090563,0.7606718057109703,0.510304993025326,0.8238012810832829,0.4425189127000475,165,phoneme,RF_2,RK_Corr,phoneme_RF_2
RF,2,RK,Prec,0.9049271339347676,0.8658649398704903,0.8649240357380341,0.8118964731236271,0.7628782547548718,0.6575937960788597,0.29580317775594545,0.21119427322895937,0.8649240357380341,0.8118964731236271,0.04743781282096828,0.9742002723851932,0.9742002723851932,543,phoneme,RF_2,RK_Prec,phoneme_RF_2
SVC,0,RK,C2,0.9188063844552394,0.9093432007400556,0.900293900608158,0.8847198861430974,0.805709930033075,0.7710725692478574,0.3351594787003657,0.2929468728787828,0.900293900608158,0.8847198861430974,0.29418102364501303,0.9429101775626516,0.6511805795656117,184,phoneme,SVC_0,RK_C2,phoneme_SVC_0
SVC,0,RK,Corr,0.8905852417302799,0.883441258094357,0.871785032698033,0.8584379177987665,0.7408093023644929,0.7093651979088872,0.2784040990375072,0.24564589358026015,0.871785032698033,0.8584379177987665,0.4933326776207105,0.8359249420097284,0.5929646319396661,127,phoneme,SVC_0,RK_Corr,phoneme_SVC_0
SVC,0,RK,Prec,0.9687716863289384,0.9491211840888066,0.9498306572686328,0.9237201880363995,0.9237592333035,0.8685923434125986,0.4773511725591576,0.3852358889361346,0.9498306572686328,0.9237201880363995,0.06478610050890576,0.993070825099868,0.993070825099868,384,phoneme,SVC_0,RK_Prec,phoneme_SVC_0
XGB,0,RK,C2,0.9518790100824932,0.9404761904761904,0.9525112441461868,0.9616222485955808,0.9272462263207282,0.9102911178348536,1.0023073170631294,0.9767843958049802,0.9525112441461868,0.9616222485955808,0.19639070110170553,0.9861182724762924,0.7784404848613224,102,wall-robot-navigation,XGB_0,RK_C2,wall-robot-navigation_XGB_0
XGB,0,RK,Corr,0.9777726856095326,0.9798534798534798,0.92493287234016,0.9363837176638832,0.9661715591379976,0.969332421033282,1.0850860162813016,1.0876126181172008,0.92493287234016,0.9363837176638832,0.27532919004717094,0.9642156534113504,0.8471320027549153,41,wall-robot-navigation,XGB_0,RK_Corr,wall-robot-navigation_XGB_0
XGB,0,RK,Prec,0.9983959670027498,0.9826007326007326,0.9969144640971476,0.9852193151962948,0.9975776466616874,0.9736923521684664,1.176770269505921,1.091563822367586,0.9969144640971476,0.9852193151962948,0.03624556077913458,1,1,279,wall-robot-navigation,XGB_0,RK_Prec,wall-robot-navigation_XGB_0
RF,0,RK,C2,0.9518790100824932,0.9404761904761904,0.9525112441461868,0.955900802370321,0.9272462263207282,0.9104527322135508,1.0023073170631294,0.974985247662496,0.9525112441461868,0.955900802370321,0.19639070110170553,0.9861182724762924,0.7784404848613224,102,wall-robot-navigation,RF_0,RK_C2,wall-robot-navigation_RF_0
RF,0,RK,Corr,0.9777726856095326,0.9798534798534798,0.92493287234016,0.9319814434712164,0.9661715591379976,0.969407869603973,1.0850860162813016,1.0875221597868054,0.92493287234016,0.9319814434712164,0.27532919004717094,0.9642156534113504,0.8471320027549153,41,wall-robot-navigation,RF_0,RK_Corr,wall-robot-navigation_RF_0
RF,0,RK,Prec,0.9983959670027498,0.9835164835164836,0.9969144640971476,0.9814381121988648,0.9975776466616874,0.9751374926004442,1.176770269505921,1.1006849055365673,0.9969144640971476,0.9814381121988648,0.03624556077913458,1,1,279,wall-robot-navigation,RF_0,RK_Prec,wall-robot-navigation_RF_0
SVC,2,RK,C2,0.9395050412465628,0.9194139194139194,0.9288104875453652,0.9060347245863464,0.907546616857277,0.8772682687591957,0.9113145184309236,0.853769108108715,0.9288104875453652,0.9060347245863464,0.21952190415755957,0.9641504033176932,0.7647216546425799,156,wall-robot-navigation,SVC_2,RK_C2,wall-robot-navigation_SVC_2
SVC,2,RK,Corr,0.9379010082493126,0.9175824175824177,0.897935298580002,0.8742961989641324,0.9048461487215615,0.8740500570286168,0.891337262805556,0.8286983793974663,0.897935298580002,0.8742961989641324,0.26907017007841944,0.9301747354923304,0.8015956066514377,72,wall-robot-navigation,SVC_2,RK_Corr,wall-robot-navigation_SVC_2
SVC,2,RK,Prec,0.9983959670027498,0.9377289377289376,0.996758694262649,0.9292725205894058,0.9975582276927898,0.905303590648704,1.1639522354029013,0.9069566083131846,0.996758694262649,0.9292725205894058,0.03450735067116907,0.999636529322725,0.999636529322725,383,wall-robot-navigation,SVC_2,RK_Prec,wall-robot-navigation_SVC_2
XGB,2,RK,C2,0.9990767810432374,0.9993846153846154,0.9990427568602424,0.9993606138107416,0.9981511049037682,0.998767436974312,0.6857478764514674,0.6876808716589631,0.9990427568602424,0.9993606138107416,0.23983571437025816,0.9996633839873386,0.7424918853405145,13,mushroom,XGB_2,RK_C2,mushroom_XGB_2
XGB,2,RK,Corr,0.998615171564856,0.9987692307692309,0.9985641352903638,0.9987212276214834,0.997226566224782,0.9975347598856128,0.6829250168908163,0.6837716714640691,0.9985641352903638,0.9987212276214834,0.41317895060778576,0.99052812468188,0.8273921605742692,8,mushroom,XGB_2,RK_Corr,mushroom_XGB_2
XGB,2,RK,Prec,1,1,1,1,1,1,0.6925153620097683,0.692442446947224,1,1,0.09193209211673588,1,1,30,mushroom,XGB_2,RK_Prec,mushroom_XGB_2
RF,1,RK,C2,0.9990767810432374,0.9993846153846154,0.9990427568602424,0.9993606138107416,0.9981511049037682,0.998767436974312,0.6857478764514674,0.6876808716589631,0.9990427568602424,0.9993606138107416,0.23983571437025816,0.9996633839873386,0.7424918853405145,13,mushroom,RF_1,RK_C2,mushroom_RF_1
RF,1,RK,Corr,0.998615171564856,0.9987692307692309,0.9985641352903638,0.9987212276214834,0.997226566224782,0.9975347598856128,0.6829250168908163,0.6837716714640691,0.9985641352903638,0.9987212276214834,0.41317895060778576,0.99052812468188,0.8273921605742692,8,mushroom,RF_1,RK_Corr,mushroom_RF_1
RF,1,RK,Prec,1,1,1,1,1,1,0.6925153620097683,0.692442446947224,1,1,0.09193209211673588,1,1,30,mushroom,RF_1,RK_Prec,mushroom_RF_1
SVC,1,RK,C2,0.9990767810432374,0.9993846153846154,0.9990427568602424,0.9993606138107416,0.9981511049037682,0.998767436974312,0.6857478764514674,0.6876808716589631,0.9990427568602424,0.9993606138107416,0.23983571437025816,0.9996633839873386,0.7424918853405145,13,mushroom,SVC_1,RK_C2,mushroom_SVC_1
SVC,1,RK,Corr,0.998615171564856,0.9987692307692309,0.9985641352903638,0.9987212276214834,0.997226566224782,0.9975347598856128,0.6829250168908163,0.6837716714640691,0.9985641352903638,0.9987212276214834,0.41317895060778576,0.99052812468188,0.8273921605742692,8,mushroom,SVC_1,RK_Corr,mushroom_SVC_1
SVC,1,RK,Prec,1,1,1,1,1,1,0.6925153620097683,0.692442446947224,1,1,0.09193209211673588,1,1,30,mushroom,SVC_1,RK_Prec,mushroom_SVC_1
XGB,1,RK,C2,0.9623740745236072,0.9364077669902912,0.963747329153737,0.9364890682257546,0.9547312153393172,0.9235127342255998,1.6169645490949902,1.516459512760495,0.963747329153737,0.9364890682257546,0.03926602110393908,0.9914832801940828,0.6104510897619144,353,har,XGB_1,RK_C2,har_XGB_1
XGB,1,RK,Corr,0.9665007889306956,0.9354368932038836,0.966938720032333,0.9348943331355868,0.9597000616311716,0.9223645516735628,1.6400407501594425,1.534270207466235,0.966938720032333,0.9348943331355868,0.1441451208260028,0.9326725939384553,0.8606028659814235,103,har,XGB_1,RK_Corr,har_XGB_1
XGB,1,RK,Prec,0.9981793907027552,0.9281553398058252,0.9981073750560906,0.9298396548454334,0.9978095102544556,0.9135766423357664,1.772156923902139,1.4755519404178172,0.9981073750560906,0.9298396548454334,0.01268273251925624,1,1,933,har,XGB_1,RK_Prec,har_XGB_1
RF,2,RK,C2,0.9623740745236072,0.94126213592233,0.963747329153737,0.9417553983795428,0.9547312153393172,0.9293507559520132,1.6169645490949902,1.5287550162990284,0.963747329153737,0.9417553983795428,0.03926602110393908,0.9914832801940828,0.6104510897619144,353,har,RF_2,RK_C2,har_RF_2
RF,2,RK,Corr,0.9665007889306956,0.9427184466019416,0.966938720032333,0.9427768030242998,0.9597000616311716,0.931115686143932,1.6400407501594425,1.553632774475775,0.966938720032333,0.9427768030242998,0.1441451208260028,0.9326725939384553,0.8606028659814235,103,har,RF_2,RK_Corr,har_RF_2
RF,2,RK,Prec,0.9981793907027552,0.924757281553398,0.9981073750560906,0.9269155840621944,0.9978095102544556,0.9094742446712992,1.772156923902139,1.467002571868394,0.9981073750560906,0.9269155840621944,0.01268273251925624,1,1,933,har,RF_2,RK_Prec,har_RF_2
SVC,1,RK,C2,0.9728122344944776,0.9388349514563108,0.9733109228349508,0.9388641827429062,0.9672940272332032,0.9264352022691832,1.6566339473131857,1.531210985449962,0.9733109228349508,0.9388641827429062,0.03705604244784692,0.9928013725571893,0.6069863722768101,338,har,SVC_1,RK_C2,har_SVC_1
SVC,1,RK,Corr,0.9686855200873892,0.9388349514563108,0.9688450213310018,0.9382400423290684,0.9623261064934544,0.9264485645766924,1.648618824357102,1.5474861633545072,0.9688450213310018,0.9382400423290684,0.14437371641035932,0.9343589394934936,0.8630581085433476,101,har,SVC_1,RK_Corr,har_SVC_1
SVC,1,RK,Prec,0.9985435125622042,0.9305825242718446,0.9984526891736636,0.9320063313032202,0.9982476191988676,0.916494030590319,1.7744666655079404,1.4835868145953115,0.9984526891736636,0.9320063313032202,0.01286449519556141,1,1,955,har,SVC_1,RK_Prec,har_SVC_1
XGB,1,RK,C2,0.9291915878834652,0.9359567901234568,0.7629854378503579,0.7491689385537396,0.8953953228564283,0.9052324016592788,0.9452538894874694,0.9565140300192873,0.7629854378503579,0.7491689385537396,0.03431756213164226,0.9730117865691548,0.5293050938473278,159,nursery,XGB_1,RK_C2,nursery_XGB_1
XGB,1,RK,Corr,0.8401504919930542,0.84375,0.7852585346261868,0.8090031031828377,0.7648138344677606,0.7704655432650017,0.8011517200474513,0.8094480758016583,0.7852585346261868,0.8090031031828377,0.24345427926138619,0.6380023742672287,0.6211324015651608,17,nursery,XGB_1,RK_Corr,nursery_XGB_1
XGB,1,RK,Prec,0.996044761721011,0.9864969135802468,0.9882259213506536,0.9712747713350848,0.9942021588891068,0.9801876451885044,1.1614186069636796,1.1086623021402997,0.9882259213506536,0.9712747713350848,0.01186360237215714,0.9868917861437252,0.9868917861437252,274,nursery,XGB_1,RK_Prec,nursery_XGB_1
RF,1,RK,C2,0.9291915878834652,0.9444444444444444,0.7629854378503579,0.7586629078213033,0.8953953228564283,0.9176278821568128,0.9452538894874694,0.9670198611890848,0.7629854378503579,0.7586629078213033,0.03431756213164226,0.9730117865691548,0.5293050938473278,159,nursery,RF_1,RK_C2,nursery_RF_1
RF,1,RK,Corr,0.8401504919930542,0.8406635802469136,0.7852585346261868,0.8026830068540444,0.7648138344677606,0.7657704060031267,0.8011517200474513,0.802326660835186,0.7852585346261868,0.8026830068540444,0.24345427926138619,0.6380023742672287,0.6211324015651608,17,nursery,RF_1,RK_Corr,nursery_RF_1
RF,1,RK,Prec,0.996044761721011,0.976851851851852,0.9882259213506536,0.9601997960156374,0.9942021588891068,0.965980107375286,1.1614186069636796,1.066430393193856,0.9882259213506536,0.9601997960156374,0.01186360237215714,0.9868917861437252,0.9868917861437252,274,nursery,RF_1,RK_Prec,nursery_RF_1
SVC,0,RK,C2,0.9291915878834652,0.9359567901234568,0.7629854378503579,0.7491689385537396,0.8953953228564283,0.9052324016592788,0.9452538894874694,0.9565140300192873,0.7629854378503579,0.7491689385537396,0.03431756213164226,0.9730117865691548,0.5293050938473278,159,nursery,SVC_0,RK_C2,nursery_SVC_0
SVC,0,RK,Corr,0.8401504919930542,0.84375,0.7852585346261868,0.8090031031828377,0.7648138344677606,0.7704655432650017,0.8011517200474513,0.8094480758016583,0.7852585346261868,0.8090031031828377,0.24345427926138619,0.6380023742672287,0.6211324015651608,17,nursery,SVC_0,RK_Corr,nursery_SVC_0
SVC,0,RK,Prec,0.996044761721011,0.9864969135802468,0.9882259213506536,0.9712747713350848,0.9942021588891068,0.9801876451885044,1.1614186069636796,1.1086623021402997,0.9882259213506536,0.9712747713350848,0.01186360237215714,0.9868917861437252,0.9868917861437252,274,nursery,SVC_0,RK_Prec,nursery_SVC_0
XGB,2,RK,C2,0.9376541418830698,0.9370375743507906,0.9229959789334607,0.92205041322297,0.8469935210406221,0.8453916716547901,0.37101902794961583,0.3691985271875848,0.9229959789334607,0.92205041322297,0.3775410815669749,0.9781664501597948,0.7529978997076963,311,nomao,XGB_2,RK_C2,nomao_XGB_2
XGB,2,RK,Corr,0.9060278543449876,0.909183229363122,0.8822504077942112,0.8877508632592053,0.7684580382900552,0.7769252895668264,0.2952038536514378,0.3031187023122153,0.8822504077942112,0.8877508632592053,0.5430339825559611,0.9026471583564148,0.7109219651312809,182,nomao,XGB_2,RK_Corr,nomao_XGB_2
RF,2,RK,C2,0.947736834469752,0.9590889307993616,0.9292253437735958,0.9416510506823604,0.8701618004224206,0.89771231855993,0.3944202349723467,0.4258777604745784,0.9292253437735958,0.9416510506823604,0.37271093390269905,0.9720890571928296,0.7394532029603367,368,nomao,RF_2,RK_C2,nomao_RF_2
RF,2,RK,Corr,0.9055926302045554,0.9129551719135356,0.8820790332584916,0.893238755145094,0.7675820694677379,0.7859922460868736,0.29457549466610805,0.31104925748956574,0.8820790332584916,0.893238755145094,0.5411830842884083,0.902053467914098,0.70988889931581,180,nomao,RF_2,RK_Corr,nomao_RF_2
SVC,0,RK,C2,0.9517989264471204,0.949659074423328,0.9308671705920836,0.928254693047101,0.878458280838999,0.8730887269598118,0.4012896623360397,0.3951602241389837,0.9308671705920836,0.928254693047101,0.4317663780896241,0.9883876360313524,0.7971351796363892,163,nomao,SVC_0,RK_C2,nomao_SVC_0
SVC,0,RK,Corr,0.9342086174379806,0.93079936167126065,0.920357963165086,0.916546409536066,0.8378218494332164,0.8295776653283413,0.3604732783177768,0.35233421214569044,0.920357963165086,0.916546409536066,0.538892529652771,0.9380316207987311,0.750717243037497,174,nomao,SVC_0,RK_Corr,nomao_SVC_0
